article1,article2,similarity
001.txt,257.txt,0.0406328745101976
001.txt,258.txt,0.0196054266690456
001.txt,259.txt,0.1042204530518209
001.txt,260.txt,0.0865293741133051
001.txt,261.txt,0.1022263451687014
001.txt,262.txt,0.1499138602258516
001.txt,263.txt,0.0798316942487391
001.txt,264.txt,0.0178642026424173
002.txt,003.txt,0.0445158781105477
002.txt,004.txt,0.0797938678936223
002.txt,005.txt,0.0759496235583218
002.txt,006.txt,0.0489928736386811
002.txt,007.txt,0.1502661374179277
002.txt,008.txt,0.0874145927044255
002.txt,009.txt,0.074530751932805
002.txt,010.txt,0.0316027589260703
002.txt,011.txt,0.0470618718706711
002.txt,012.txt,0.0555941533940292
002.txt,013.txt,0.0715367640494395
002.txt,014.txt,0.021698687911267
002.txt,015.txt,0.0378311548465014
002.txt,016.txt,0.0744336967294432
002.txt,017.txt,0.1125052092459945
002.txt,018.txt,0.0374150885803546
002.txt,019.txt,0.0528759225414305
002.txt,020.txt,0.083815576568867
002.txt,021.txt,0.1293918889863396
002.txt,022.txt,0.0881936586065778
002.txt,023.txt,0.073360732345183
002.txt,024.txt,0.033987101233659
002.txt,025.txt,0.0611418483763357
002.txt,026.txt,0.0605584177580945
002.txt,027.txt,0.0373197608348715
002.txt,028.txt,0.1596822549292715
002.txt,029.txt,0.0702570342148688
002.txt,030.txt,0.0844248877126944
002.txt,031.txt,0.0369956910937252
002.txt,032.txt,0.1092326288050219
002.txt,033.txt,0.0711463951889907
002.txt,034.txt,0.0800791483031629
002.txt,035.txt,0.0656860513277405
002.txt,036.txt,0.0414875262641143
002.txt,037.txt,0.030883851374105
002.txt,038.txt,0.0506184365055455
002.txt,039.txt,0.057914104573451
002.txt,040.txt,0.0055172171410246
002.txt,041.txt,0.0611567127971952
002.txt,042.txt,0.0690239481182847
002.txt,043.txt,0.0823785563806595
002.txt,044.txt,0.062757355210665
002.txt,045.txt,0.0328520871014134
002.txt,046.txt,0.0337322062994535
002.txt,047.txt,0.0764278951727696
002.txt,048.txt,0.0734394169916207
002.txt,049.txt,0.008739188073266
002.txt,050.txt,0.0831890318040497
002.txt,051.txt,0.0608907890801479
002.txt,052.txt,0.0583442065633972
002.txt,053.txt,0.0488050534289996
002.txt,054.txt,0.0536066619039145
002.txt,055.txt,0.0511808062156411
002.txt,056.txt,0.082250868244587
002.txt,057.txt,0.0722079144852855
002.txt,058.txt,0.2797610015541802
002.txt,059.txt,0.0532540855602433
002.txt,060.txt,0.042471076310637
002.txt,061.txt,0.0433735766585474
002.txt,062.txt,0.0712163733977289
002.txt,063.txt,0.0756614829309631
002.txt,064.txt,0.1378785363780116
002.txt,065.txt,0.1046700995729968
002.txt,066.txt,0.060306680365365
002.txt,067.txt,0.0466944210089132
002.txt,068.txt,0.0787258074858649
002.txt,069.txt,0.0326846992013591
002.txt,070.txt,0.0463890067970394
002.txt,071.txt,0.0320430134716186
002.txt,072.txt,0.0284464405169491
002.txt,073.txt,0.0624259141460103
002.txt,074.txt,0.0354441684419003
002.txt,075.txt,0.0728779448784855
002.txt,076.txt,0.0801139981168713
002.txt,077.txt,0.0620189104107662
002.txt,078.txt,0.0273897388112806
002.txt,079.txt,0.0280391209600675
002.txt,080.txt,0.054467802555675
002.txt,081.txt,0.0761660840427834
002.txt,082.txt,0.1018908143689369
002.txt,083.txt,0.0352977570564112
002.txt,084.txt,0.1081436330201087
002.txt,085.txt,0.0970502911939323
002.txt,086.txt,0.1295916969639246
002.txt,087.txt,0.0905100045210304
002.txt,088.txt,0.0905100045210304
002.txt,089.txt,0.0806952233132715
002.txt,090.txt,0.1906336128187037
002.txt,091.txt,0.0908537055671218
002.txt,092.txt,0.0791148285798518
002.txt,093.txt,0.0294818304073377
002.txt,094.txt,0.119494406449144
002.txt,095.txt,0.0899104122260314
002.txt,096.txt,0.0443754055559352
002.txt,097.txt,0.0292750447859981
002.txt,098.txt,0.0926626517054161
002.txt,099.txt,0.0431525514859992
002.txt,100.txt,0.0285102062093886
002.txt,101.txt,0.0838714965924406
002.txt,102.txt,0.0535811449860576
002.txt,103.txt,0.0716251203195011
002.txt,104.txt,0.1598209802913098
002.txt,105.txt,0.038973635696854
002.txt,106.txt,0.1263846036142871
002.txt,107.txt,0.034956339000064
002.txt,108.txt,0.044556567208956
002.txt,109.txt,0.0317260809786435
002.txt,110.txt,0.0385904736303607
002.txt,111.txt,0.1047473034547788
002.txt,112.txt,0.0823292984070376
002.txt,113.txt,0.0408755145425412
002.txt,114.txt,0.0857141441016046
002.txt,115.txt,0.0534246576303794
002.txt,116.txt,0.0472177440425144
002.txt,117.txt,0.0379607964432026
002.txt,118.txt,0.0900722049723572
002.txt,119.txt,0.0670951316737517
002.txt,120.txt,0.0163483168740363
002.txt,121.txt,0.0479814525290444
002.txt,122.txt,0.0552257559464123
002.txt,123.txt,0.0627116600632359
002.txt,124.txt,0.1338696463853378
002.txt,125.txt,0.0475264273789121
002.txt,126.txt,0.0470292997339476
002.txt,127.txt,0.0617906198366982
002.txt,128.txt,0.0878040067333801
002.txt,129.txt,0.0927269650493017
002.txt,130.txt,0.0332559041170717
002.txt,131.txt,0.0115932266280059
002.txt,132.txt,0.0582691061784702
002.txt,133.txt,0.0864435613413438
002.txt,134.txt,0.0545150050076994
002.txt,135.txt,0.0818148712917441
002.txt,136.txt,0.0367813722860945
002.txt,137.txt,0.0987678181814304
002.txt,138.txt,0.0643435288580705
002.txt,139.txt,0.0510207714532681
002.txt,140.txt,0.0151832918851914
002.txt,141.txt,0.1697656681486588
002.txt,142.txt,0.0632584118503023
002.txt,143.txt,0.0690465542899758
002.txt,144.txt,0.1197692816487025
002.txt,145.txt,0.0843980597237605
002.txt,146.txt,0.1031847869179816
002.txt,147.txt,0.0462943496342739
002.txt,148.txt,0.0696775959810783
002.txt,149.txt,0.0747819739707322
002.txt,150.txt,0.0520461008864709
002.txt,151.txt,0.0505037579195006
002.txt,152.txt,0.045608045048176
002.txt,153.txt,0.0382440151667305
002.txt,154.txt,0.0421561431496823
002.txt,155.txt,0.16374754283156
002.txt,156.txt,0.0991120242553181
002.txt,157.txt,0.0745587434295582
002.txt,158.txt,0.1571414120393406
002.txt,159.txt,0.0463675207622813
002.txt,160.txt,0.0788214274330757
002.txt,161.txt,0.1571414120393406
002.txt,162.txt,0.0546046391233016
002.txt,163.txt,0.038839267840087
002.txt,164.txt,0.038839267840087
002.txt,165.txt,0.0308112945755444
002.txt,166.txt,0.0908406097703422
002.txt,167.txt,0.0579568681286046
002.txt,168.txt,0.0277208296747575
002.txt,169.txt,0.0345338848179122
002.txt,170.txt,0.0463556612696305
002.txt,171.txt,0.0617347908781103
002.txt,172.txt,0.0351252751573994
002.txt,173.txt,0.0613828762914247
002.txt,174.txt,0.0569411586879354
002.txt,175.txt,0.0481640870969843
002.txt,176.txt,0.0464549676166016
002.txt,177.txt,0.0395932756915446
002.txt,178.txt,0.0437671226535669
002.txt,179.txt,0.0447730069027761
002.txt,180.txt,0.0782487615550723
002.txt,181.txt,0.0417929212276581
002.txt,182.txt,0.0457587693635212
002.txt,183.txt,0.0470152436103275
002.txt,184.txt,0.026410900613648
002.txt,185.txt,0.0373860828351183
002.txt,186.txt,0.0424647067932297
002.txt,187.txt,0.0725448579764473
002.txt,188.txt,0.0968993955625374
002.txt,189.txt,0.0926383159011157
002.txt,190.txt,0.0946155673330111
002.txt,191.txt,0.1014587658812602
002.txt,192.txt,0.0856739769260728
002.txt,193.txt,0.0366289032109491
002.txt,194.txt,0.1501622738224475
002.txt,195.txt,0.0303919819364391
002.txt,196.txt,0.0561833004263953
002.txt,197.txt,0.0183220499791484
002.txt,198.txt,0.0640830114371524
002.txt,199.txt,0.090240157889307
002.txt,200.txt,0.1579489188693754
002.txt,201.txt,0.0576705258389037
002.txt,202.txt,0.1092261006479825
002.txt,203.txt,0.0482528010711615
002.txt,204.txt,0.0567289598627876
002.txt,205.txt,0.0896609424128496
002.txt,206.txt,0.0561908642404107
002.txt,207.txt,0.220967443497289
002.txt,208.txt,0.0497925384030784
002.txt,209.txt,0.1247482453583349
002.txt,210.txt,0.0445158781105477
002.txt,211.txt,0.1021186316227181
002.txt,212.txt,0.0423791641793737
002.txt,213.txt,0.0444877824706673
002.txt,214.txt,0.0650061396627964
002.txt,215.txt,0.1027533032784582
002.txt,216.txt,0.0586254946944123
002.txt,217.txt,0.0570538426795073
002.txt,218.txt,0.0296197622806566
002.txt,219.txt,0.0354682152246016
002.txt,220.txt,0.0252473132212707
002.txt,221.txt,0.0981248233859416
002.txt,222.txt,0.0480362085082716
002.txt,223.txt,0.085882934952439
002.txt,224.txt,0.0583894633535982
002.txt,225.txt,0.0445984548329676
002.txt,226.txt,0.0760049808782234
002.txt,227.txt,0.0458340352914872
002.txt,228.txt,0.0640369465882304
002.txt,229.txt,0.0631253264306041
002.txt,230.txt,0.0536077240642449
002.txt,231.txt,0.0418853412281107
002.txt,232.txt,0.105322620906934
002.txt,233.txt,0.1025116535753549
002.txt,234.txt,0.0774945770779412
002.txt,235.txt,0.1102302472146169
002.txt,236.txt,0.0518994386847174
002.txt,237.txt,0.0679213371921945
002.txt,238.txt,0.0474019582402933
002.txt,239.txt,0.0549784362562912
002.txt,240.txt,0.0527140454398097
002.txt,241.txt,0.0340675507804066
002.txt,242.txt,0.0612346307538828
002.txt,243.txt,0.0914319163953646
002.txt,244.txt,0.0269599898061252
002.txt,245.txt,0.0746206577709577
002.txt,246.txt,0.0271907005038975
002.txt,247.txt,0.0699672495755468
002.txt,248.txt,0.0234314173539336
002.txt,249.txt,0.0461866551476065
002.txt,250.txt,0.0682455347265735
002.txt,251.txt,0.0552030608882646
002.txt,252.txt,0.0916652268129695
002.txt,253.txt,0.0338246691649514
002.txt,254.txt,0.0385308285895008
002.txt,255.txt,0.0613502165800552
002.txt,256.txt,0.0293519085226657
002.txt,257.txt,0.078687556706119
002.txt,258.txt,0.0416575055715257
002.txt,259.txt,0.0341570893443914
002.txt,260.txt,0.0511564234004789
002.txt,261.txt,0.0576764261940094
002.txt,262.txt,0.7270288552533682
002.txt,263.txt,0.0638840811160979
002.txt,264.txt,0.0522152026115579
003.txt,004.txt,0.0486994590285199
003.txt,005.txt,0.066844181033262
003.txt,006.txt,0.0691854664854545
003.txt,007.txt,0.0482997915139312
003.txt,008.txt,0.0440266989064203
003.txt,009.txt,0.0924101190379909
003.txt,010.txt,0.0587997691392412
003.txt,011.txt,0.0596816099209062
003.txt,012.txt,0.0398778355319897
003.txt,013.txt,0.0360693050902868
003.txt,014.txt,0.0344814476738572
003.txt,015.txt,0.0320337314402422
003.txt,016.txt,0.0708077523563287
003.txt,017.txt,0.1484907176932961
003.txt,018.txt,0.1278505969312562
003.txt,019.txt,0.0441834706320453
003.txt,020.txt,0.0470029923507663
003.txt,021.txt,0.0854603704763965
003.txt,022.txt,0.0738421354104975
003.txt,023.txt,0.0536809105352694
003.txt,024.txt,0.0643190196501494
003.txt,025.txt,0.1026328150802694
003.txt,026.txt,0.0387318996001815
003.txt,027.txt,0.127491416560505
003.txt,028.txt,0.0604359678826029
003.txt,029.txt,0.0331961960773483
003.txt,030.txt,0.0756527353115692
003.txt,031.txt,0.0621976762571618
003.txt,032.txt,0.0834551638680141
003.txt,033.txt,0.0346277797741146
003.txt,034.txt,0.0743572410545084
003.txt,035.txt,0.0250657213540361
003.txt,036.txt,0.0568043772599842
003.txt,037.txt,0.0313433298795344
003.txt,038.txt,0.0276926744417363
003.txt,039.txt,0.0890836202942581
003.txt,040.txt,0.009545520744483
003.txt,041.txt,0.0285713546108257
003.txt,042.txt,0.0755092661527956
003.txt,043.txt,0.1050217567793848
003.txt,044.txt,0.0565758888993252
003.txt,045.txt,0.1138588898566107
003.txt,046.txt,0.1112237717187425
003.txt,047.txt,0.0557152915498569
003.txt,048.txt,0.0685494170391243
003.txt,049.txt,0.0385117297757379
003.txt,050.txt,0.0910753679896438
003.txt,051.txt,0.0623718124105005
003.txt,052.txt,0.0194037241079806
003.txt,053.txt,0.0623552641865876
003.txt,054.txt,0.0479070118065678
003.txt,055.txt,0.0368872400251953
003.txt,056.txt,0.0998452874145924
003.txt,057.txt,0.04674072372253
003.txt,058.txt,0.0925797200691529
003.txt,059.txt,0.026988183275858
003.txt,060.txt,0.0478934708834707
003.txt,061.txt,0.1175750237911412
003.txt,062.txt,0.0592718306659819
003.txt,063.txt,0.0636300053793622
003.txt,064.txt,0.063637639855869
003.txt,065.txt,0.0951268544495361
003.txt,066.txt,0.0523506564356161
003.txt,067.txt,0.0297410577002127
003.txt,068.txt,0.0348642650273087
003.txt,069.txt,0.0171277873151575
003.txt,070.txt,0.0211445337477032
003.txt,071.txt,0.0397310263253899
003.txt,072.txt,0.0591997660082322
003.txt,073.txt,0.0492964171072268
003.txt,074.txt,0.0705787299091504
003.txt,075.txt,0.0546717157152991
003.txt,076.txt,0.0659160053068397
003.txt,077.txt,0.0291411228896771
003.txt,078.txt,0.0959428489981463
003.txt,079.txt,0.0337492481780645
003.txt,080.txt,0.058534906657459
003.txt,081.txt,0.1624284051600426
003.txt,082.txt,0.0651460078655627
003.txt,083.txt,0.0630061624997269
003.txt,084.txt,0.0344961747366974
003.txt,085.txt,0.060169862786795
003.txt,086.txt,0.067898875997
003.txt,087.txt,0.0773454187444995
003.txt,088.txt,0.0773454187444995
003.txt,089.txt,0.0841576834939807
003.txt,090.txt,0.044537958063385
003.txt,091.txt,0.0446272000561084
003.txt,092.txt,0.0360168395510815
003.txt,093.txt,0.0694111948771676
003.txt,094.txt,0.0511825046181722
003.txt,095.txt,0.0782898024334168
003.txt,096.txt,0.0146020869482238
003.txt,097.txt,0.016651543383315
003.txt,098.txt,0.0756375547213391
003.txt,099.txt,0.0942645965699447
003.txt,100.txt,0.0247086001677016
003.txt,101.txt,0.1158449495912129
003.txt,102.txt,0.0640129189356445
003.txt,103.txt,0.0891231025286896
003.txt,104.txt,0.0586143536692532
003.txt,105.txt,0.055565153290251
003.txt,106.txt,0.0653752548075299
003.txt,107.txt,0.1153256334195388
003.txt,108.txt,0.0611062666578907
003.txt,109.txt,0.0441016654894113
003.txt,110.txt,0.0099298402740986
003.txt,111.txt,0.0245437185650003
003.txt,112.txt,0.0428623535189855
003.txt,113.txt,0.0944104945262402
003.txt,114.txt,0.0763634298951023
003.txt,115.txt,0.1204044451312622
003.txt,116.txt,0.0480030227920985
003.txt,117.txt,0.0706870991653076
003.txt,118.txt,0.0366933980456397
003.txt,119.txt,0.064764388178668
003.txt,120.txt,0.0129963889821966
003.txt,121.txt,0.062940609355359
003.txt,122.txt,0.0335781320769585
003.txt,123.txt,0.0638133763157345
003.txt,124.txt,0.1222097984581659
003.txt,125.txt,0.0522231444550467
003.txt,126.txt,0.0580252364252814
003.txt,127.txt,0.070796166823144
003.txt,128.txt,0.0874006357528604
003.txt,129.txt,0.059482730844508
003.txt,130.txt,0.0086201022789762
003.txt,131.txt,0.0256816758793347
003.txt,132.txt,0.0530703859220114
003.txt,133.txt,0.1039528304723971
003.txt,134.txt,0.0740468530261345
003.txt,135.txt,0.0193097126863031
003.txt,136.txt,0.0350570293400048
003.txt,137.txt,0.084848429847866
003.txt,138.txt,0.0688617902181494
003.txt,139.txt,0.0703106378005653
003.txt,140.txt,0.0227815188071914
003.txt,141.txt,0.1147196840121679
003.txt,142.txt,0.0862972542003366
003.txt,143.txt,0.0189117675080554
003.txt,144.txt,0.0724399969357031
003.txt,145.txt,0.0521334283288584
003.txt,146.txt,0.0211824907500954
003.txt,147.txt,0.0479972603662863
003.txt,148.txt,0.0343957421527707
003.txt,149.txt,0.12602458661044
003.txt,150.txt,0.0614191577496547
003.txt,151.txt,0.0546805968367466
003.txt,152.txt,0.0804965362519483
003.txt,153.txt,0.0853843123405204
003.txt,154.txt,0.0847678755610629
003.txt,155.txt,0.0417735033636346
003.txt,156.txt,0.0618094417612542
003.txt,157.txt,0.0655819718114016
003.txt,158.txt,0.0522352217920631
003.txt,159.txt,0.0807305859831953
003.txt,160.txt,0.1100446065402439
003.txt,161.txt,0.0522352217920631
003.txt,162.txt,0.0900076604698397
003.txt,163.txt,0.0524515640553524
003.txt,164.txt,0.0524515640553524
003.txt,165.txt,0.0596483703787876
003.txt,166.txt,0.133072369064448
003.txt,167.txt,0.045394746423006
003.txt,168.txt,0.0419523121128127
003.txt,169.txt,0.0508622428589553
003.txt,170.txt,0.0813029218407069
003.txt,171.txt,0.0911582607034222
003.txt,172.txt,0.032629988935941
003.txt,173.txt,0.0931351699148349
003.txt,174.txt,0.030319221552179
003.txt,175.txt,0.0196120521656884
003.txt,176.txt,0.0809139359522993
003.txt,177.txt,0.0373901832852573
003.txt,178.txt,0.0555455693873394
003.txt,179.txt,0.0626745816711632
003.txt,180.txt,0.0995194141048186
003.txt,181.txt,0.0927035397761756
003.txt,182.txt,0.0575358538719103
003.txt,183.txt,0.0632910577724688
003.txt,184.txt,0.0480875326487153
003.txt,185.txt,0.0707277905322591
003.txt,186.txt,0.0493312064480447
003.txt,187.txt,0.0967872070684237
003.txt,188.txt,0.0639294284306078
003.txt,189.txt,0.1075827562946023
003.txt,190.txt,0.0964185538464864
003.txt,191.txt,0.0613336532288332
003.txt,192.txt,0.1046896166074604
003.txt,193.txt,0.0455251908694597
003.txt,194.txt,0.0332411503616025
003.txt,195.txt,0.0265436035081404
003.txt,196.txt,0.0572933836035184
003.txt,197.txt,0.0213235201094396
003.txt,198.txt,0.1377961687083475
003.txt,199.txt,0.105254609002919
003.txt,200.txt,0.1100815128676014
003.txt,201.txt,0.05299597145822
003.txt,202.txt,0.1265498963592234
003.txt,203.txt,0.0611456868233754
003.txt,204.txt,0.0762001513948698
003.txt,205.txt,0.1055229258316232
003.txt,206.txt,0.0660885287111472
003.txt,207.txt,0.0627721049119585
003.txt,208.txt,0.0363774916280528
003.txt,209.txt,0.156676413019458
003.txt,210.txt,1.0000000000000002
003.txt,211.txt,0.075002003495155
003.txt,212.txt,0.1000103563239538
003.txt,213.txt,0.0843913385604213
003.txt,214.txt,0.0398110385885531
003.txt,215.txt,0.0736429868731802
003.txt,216.txt,0.0733617957046238
003.txt,217.txt,0.0678694350933311
003.txt,218.txt,0.060180362613232
